x1,x2,x3,x4,target,cat_var1,cat_var2,id
0.5322413847714137,0.542573273155817,-0.2724277523914819,0.3563844838940038,0,5,5,1
NA,0.765437725169226,0.9144147141237737,-0.15404015171965998,0,NA,8,2
0.7169539296279658,0.13168301980192113,0.4363964588157222,-1.300162233587062,0,NA,1,3
NA,1.7031402288653092,0.914416005157524,0.0019267129611067592,0,NA,17,4
0.602781767741404,0.35475173349516004,-0.27299210876803376,-1.3425336217511392,0,6,4,5
NA,-0.7925221972654555,0.665237865428621,1.8467260733171165,0,NA,NA,6
NA,-0.18359316704802095,0.8143242231167308,0.3377006496582187,0,NA,-2,7
0.10218388641331363,-0.1926987678509523,0.7314485445533858,0.9764148772641096,0,1,-2,8
1.5877649228782873,0.701506940758569,-1.286269422591888,-1.6423042780050374,1,NA,7,9
NA,-0.4261626966950704,1.231307292419918,1.2658254380650058,0,NA,-4,10
1.2137158161001997,0.5722295880284898,-0.31851365291748457,0.4292554074099943,0,NA,6,11
1.1226180955718177,0.5784378764170399,0.15419848197597588,1.1810397688041931,0,NA,6,12
0.11237845235931378,-0.7806217563797001,1.319784103238243,-0.47839651392586247,0,1,NA,13
0.78111114786241,0.911848206615627,0.7439642298698381,0.3472735603768343,0,NA,9,14
0.899640446509579,-1.1768129000871976,-0.6501470542193417,-2.137479063615205,1,NA,NA,15
0.8926155472252513,0.6293515315853617,2.230080380565539,-0.4321567809860066,0,NA,6,16
NA,-1.0940927561370395,1.09509892602968,-1.4954156454750944,0,NA,NA,17
NA,1.2375799733775,1.452294930616729,0.9083846796639736,0,NA,12,18
0.46068420279716044,1.2909992755693134,-0.7741254630634564,-0.5805016443351529,0,5,13,19
0.19806075132868414,-0.5686501080088373,-0.47685128501352314,1.2775192430827922,0,2,NA,20
0.1238689917216324,-0.08033326334476426,-0.09014964425684706,-1.6805877545807715,1,1,-1,21
NA,0.28082968989756174,0.6542377239234117,2.7215459073727626,0,NA,3,22
0.630957514807607,-0.7713507420310695,1.4435697503668916,-1.6460433787942694,1,6,NA,23
NA,-0.056167011836456615,0.2815610316381142,-1.1038297751332893,0,NA,-1,24
0.10031574904854364,-0.6125092735439858,0.7274189969309544,0.304550298304661,0,1,NA,25
1.3235570053298544,-0.4957623116521828,-1.457529968718269,-1.8894413552566354,1,NA,-5,26
NA,0.7861836829180003,0.3721864210225974,-1.629927432544549,1,NA,8,27
NA,-1.5796601322172068,-0.8154744819095835,0.8595685265301427,0,NA,NA,28
NA,-2.019044471869573,1.0441075999510343,0.42523316147896184,0,NA,NA,29
-0.027154337848036145,-0.7157049277001182,0.7385694579329033,0.855154326453526,0,0,NA,30
NA,-0.3702247452896639,0.10294781868344356,1.2241488447681261,0,NA,-4,31
1.5627723417183788,-0.06862517972078999,-1.223851550893499,-1.2825194695623403,1,NA,-1,32
NA,-0.24743605803302776,1.04366470360738,0.27773561268809244,0,NA,-2,33
0.36630751641810655,0.34537868655293347,-0.912494974828951,-0.5266223459556444,0,4,3,34
2.25375966252672,-0.6928699887369091,0.17916190353836112,-0.634146210362103,0,NA,NA,35
NA,-0.4020906510707008,0.8276408064420552,1.318430881427907,0,NA,-4,36
NA,1.2113800874248084,-0.10548791213876352,-0.1610100022776889,0,NA,12,37
0.24251091218810467,-2.109710419910158,1.1089685295270442,-0.03781098487796727,0,2,NA,38
NA,0.18013558464597873,0.018939931820324933,0.4083681793014656,0,NA,2,39
0.28377682699785245,-1.3505338358052617,0.40742679757029165,-0.31226742614662645,0,3,NA,40
0.4883496146826154,-1.3039455760905565,-1.258892696365611,0.400488613676282,1,5,NA,41
NA,1.491817582568056,1.2996431711484842,1.2105269817747324,0,NA,15,42
NA,-0.5265052260630925,-0.6135889268245591,-0.6496002674231507,0,NA,NA,43
NA,-0.40119208863494815,-1.0653561251612145,-0.3376667731550996,0,NA,-4,44
